source,id,question,resolution_date,resolved_to,question_id
fred,DFII10,"Will the market yield on US treasury securities at 10-year constant maturity, quoted on an investment basis and inflation-indexed, have increased by 2024-10-19 as compared to its value on 2024-07-21?

Resolution Criteria: Resolves to the value found at https://fred.stlouisfed.org/series/DFII10 once the data is published.",2024-10-19,0.0,fred_DFII10
fred,ECBDFR,"Will the European Central Bank's deposit facility rate for the euro area have increased by 2024-10-19 as compared to its value on 2024-07-21?

Resolution Criteria: Resolves to the value found at https://fred.stlouisfed.org/series/ECBDFR once the data is published.",2024-10-19,0.0,fred_ECBDFR
fred,SOFR30DAYAVG,"Will the 30-day average of the Federal Reserve's Secured Overnight Financing Rate have increased by 2024-10-19 as compared to its value on 2024-07-21?

Resolution Criteria: Resolves to the value found at https://fred.stlouisfed.org/series/SOFR30DAYAVG once the data is published.",2024-10-19,0.0,fred_SOFR30DAYAVG
fred,T5YIFR,"Will the US' 5-year forward inflation expectation rate have increased by 2025-01-17 as compared to its value on 2024-07-21?

Resolution Criteria: Resolves to the value found at https://fred.stlouisfed.org/series/T5YIFR once the data is published.",2025-01-17,0.0,fred_T5YIFR
wikipedia,c8cc0816ce50a7fc018eccb7e6ed19628dc1f56e1cda26aca4b8f09c4edc7beb,"According to Wikipedia, will Leinier Dominguez have a FIDE ranking on 2024-08-20 as high or higher than their ranking on 2024-07-21?

Resolution Criteria: Resolves to the value calculated from https://en.wikipedia.org/wiki/FIDE_rankings on the resolution date.",2024-08-20,0.0,wikipedia_c8cc0816ce50a7fc018eccb7e6ed19628dc1f56e1cda26aca4b8f09c4edc7beb
wikipedia,451aa86022cadf5f8c08fc46fecf8c86d46b17ed4f97a03c14380c9c75837f23,"According to Wikipedia, will a vaccine have been developed for Middle East respiratory syndrome (MERS) by 2024-08-20?

Resolution Criteria: Resolves to the value calculated from https://en.wikipedia.org/wiki/List_of_infectious_diseases on the resolution date.",2024-08-20,0.0,wikipedia_451aa86022cadf5f8c08fc46fecf8c86d46b17ed4f97a03c14380c9c75837f23
wikipedia,dd47480f263c9c3b464c70be23fb2e4f08e3f223e44884d74a8dc654be0d2fbf,"According to Wikipedia, will Magnus Carlsen have an Elo rating on 2024-08-20 that's at least 1% higher than on 2024-07-21?

Resolution Criteria: Resolves to the value calculated from https://en.wikipedia.org/wiki/FIDE_rankings on the resolution date.",2024-08-20,0.0,wikipedia_dd47480f263c9c3b464c70be23fb2e4f08e3f223e44884d74a8dc654be0d2fbf
wikipedia,84259aa600eedf03ebae06b31605446da5b6703bb652cd445984ac05effec11a,"According to Wikipedia, will a vaccine have been developed for Typhus fever by 2024-08-20?

Resolution Criteria: Resolves to the value calculated from https://en.wikipedia.org/wiki/List_of_infectious_diseases on the resolution date.",2024-08-20,0.0,wikipedia_84259aa600eedf03ebae06b31605446da5b6703bb652cd445984ac05effec11a
wikipedia,2cab1958b1bd726695b512f3fa260e0b2ad5dbeadc5c5e1bc5b35104733c57fc,"According to Wikipedia, will a vaccine have been developed for Hepatitis D by 2024-08-20?

Resolution Criteria: Resolves to the value calculated from https://en.wikipedia.org/wiki/List_of_infectious_diseases on the resolution date.",2024-08-20,0.0,wikipedia_2cab1958b1bd726695b512f3fa260e0b2ad5dbeadc5c5e1bc5b35104733c57fc
wikipedia,98e72a2d4c6daa0b0d8aee1d02a8628bbacf713f0e44b02f80a12b1dae1c618f,"According to Wikipedia, will R. Vaishali have a FIDE ranking on 2024-08-20 as high or higher than their ranking on 2024-07-21?

Resolution Criteria: Resolves to the value calculated from https://en.wikipedia.org/wiki/FIDE_rankings on the resolution date.",2024-08-20,1.0,wikipedia_98e72a2d4c6daa0b0d8aee1d02a8628bbacf713f0e44b02f80a12b1dae1c618f
wikipedia,7d0174469fd625915a26e4fb0dfa92578865bc3c97fdd31ba6a21a0df24c8797,"According to Wikipedia, will a vaccine have been developed for Anaplasmosis by 2024-10-19?

Resolution Criteria: Resolves to the value calculated from https://en.wikipedia.org/wiki/List_of_infectious_diseases on the resolution date.",2024-10-19,0.0,wikipedia_7d0174469fd625915a26e4fb0dfa92578865bc3c97fdd31ba6a21a0df24c8797
wikipedia,cfecaf75abdfe4be7627c5e61a5d7c88541a74fbf3f030dd0b3b81e3f456e655,"According to Wikipedia, will Sarasadat Khademalsharieh have an Elo rating on 2024-10-19 that's at least 1% higher than on 2024-07-21?

Resolution Criteria: Resolves to the value calculated from https://en.wikipedia.org/wiki/FIDE_rankings on the resolution date.",2024-10-19,0.0,wikipedia_cfecaf75abdfe4be7627c5e61a5d7c88541a74fbf3f030dd0b3b81e3f456e655
wikipedia,e2ebe8c99e10583715b46ee35c93275a9a6b5721f812e6ce07f996daa8159732,"According to Wikipedia, will a vaccine have been developed for Tinea cruris (Jock itch) by 2025-01-17?

Resolution Criteria: Resolves to the value calculated from https://en.wikipedia.org/wiki/List_of_infectious_diseases on the resolution date.",2025-01-17,0.0,wikipedia_e2ebe8c99e10583715b46ee35c93275a9a6b5721f812e6ce07f996daa8159732
wikipedia,2828a545f898c8f13f5c613c6f6cd01e6f4bbbc96e285969f39f2b926eaf90d7,"According to Wikipedia, will a vaccine have been developed for Tinea barbae (barber's itch) by 2024-10-19?

Resolution Criteria: Resolves to the value calculated from https://en.wikipedia.org/wiki/List_of_infectious_diseases on the resolution date.",2024-10-19,0.0,wikipedia_2828a545f898c8f13f5c613c6f6cd01e6f4bbbc96e285969f39f2b926eaf90d7
wikipedia,6b5ae258d99205be0f8e1e4396d34caa191b640b860ce569345d93f7f4634adc,"According to Wikipedia, will a vaccine have been developed for Mycoplasma pneumonia by 2024-10-19?

Resolution Criteria: Resolves to the value calculated from https://en.wikipedia.org/wiki/List_of_infectious_diseases on the resolution date.",2024-10-19,0.0,wikipedia_6b5ae258d99205be0f8e1e4396d34caa191b640b860ce569345d93f7f4634adc
wikipedia,4f174f02cc1dc51a814862c775553c464dc71518ef09d1f97731cd70b2e8444f,"According to Wikipedia, will a vaccine have been developed for (New) Variant Creutzfeldt–Jakob disease (vCJD, nvCJD) by 2024-08-20?

Resolution Criteria: Resolves to the value calculated from https://en.wikipedia.org/wiki/List_of_infectious_diseases on the resolution date.",2024-08-20,0.0,wikipedia_4f174f02cc1dc51a814862c775553c464dc71518ef09d1f97731cd70b2e8444f
yfinance,AWK,"Will AWK's market close price on 2024-10-19 be higher than its market close price on 2024-07-21?

Stock splits and reverse splits will be accounted for in resolving this question. Forecasts on questions about companies that have been delisted (through mergers or bankruptcy) will resolve to their final close price.

Resolution Criteria: Resolves to the market close price at https://finance.yahoo.com/quote/AWK for the resolution date. If the resolution date coincides with a day the market is closed (weekend, holiday, etc.) the previous market close price is used.",2024-10-19,1.0,yfinance_AWK
yfinance,FANG,"Will FANG's market close price on 2024-10-19 be higher than its market close price on 2024-07-21?

Stock splits and reverse splits will be accounted for in resolving this question. Forecasts on questions about companies that have been delisted (through mergers or bankruptcy) will resolve to their final close price.

Resolution Criteria: Resolves to the market close price at https://finance.yahoo.com/quote/FANG for the resolution date. If the resolution date coincides with a day the market is closed (weekend, holiday, etc.) the previous market close price is used.",2024-10-19,0.0,yfinance_FANG
yfinance,RVTY,"Will RVTY's market close price on 2025-01-17 be higher than its market close price on 2024-07-21?

Stock splits and reverse splits will be accounted for in resolving this question. Forecasts on questions about companies that have been delisted (through mergers or bankruptcy) will resolve to their final close price.

Resolution Criteria: Resolves to the market close price at https://finance.yahoo.com/quote/RVTY for the resolution date. If the resolution date coincides with a day the market is closed (weekend, holiday, etc.) the previous market close price is used.",2025-01-17,1.0,yfinance_RVTY
yfinance,TT,"Will TT's market close price on 2024-08-20 be higher than its market close price on 2024-07-21?

Stock splits and reverse splits will be accounted for in resolving this question. Forecasts on questions about companies that have been delisted (through mergers or bankruptcy) will resolve to their final close price.

Resolution Criteria: Resolves to the market close price at https://finance.yahoo.com/quote/TT for the resolution date. If the resolution date coincides with a day the market is closed (weekend, holiday, etc.) the previous market close price is used.",2024-08-20,1.0,yfinance_TT
yfinance,ETR,"Will ETR's market close price on 2025-01-17 be higher than its market close price on 2024-07-21?

Stock splits and reverse splits will be accounted for in resolving this question. Forecasts on questions about companies that have been delisted (through mergers or bankruptcy) will resolve to their final close price.

Resolution Criteria: Resolves to the market close price at https://finance.yahoo.com/quote/ETR for the resolution date. If the resolution date coincides with a day the market is closed (weekend, holiday, etc.) the previous market close price is used.",2025-01-17,1.0,yfinance_ETR
yfinance,NDAQ,"Will NDAQ's market close price on 2024-10-19 be higher than its market close price on 2024-07-21?

Stock splits and reverse splits will be accounted for in resolving this question. Forecasts on questions about companies that have been delisted (through mergers or bankruptcy) will resolve to their final close price.

Resolution Criteria: Resolves to the market close price at https://finance.yahoo.com/quote/NDAQ for the resolution date. If the resolution date coincides with a day the market is closed (weekend, holiday, etc.) the previous market close price is used.",2024-10-19,1.0,yfinance_NDAQ
yfinance,GLW,"Will GLW's market close price on 2024-10-19 be higher than its market close price on 2024-07-21?

Stock splits and reverse splits will be accounted for in resolving this question. Forecasts on questions about companies that have been delisted (through mergers or bankruptcy) will resolve to their final close price.

Resolution Criteria: Resolves to the market close price at https://finance.yahoo.com/quote/GLW for the resolution date. If the resolution date coincides with a day the market is closed (weekend, holiday, etc.) the previous market close price is used.",2024-10-19,1.0,yfinance_GLW
yfinance,T,"Will T's market close price on 2024-08-20 be higher than its market close price on 2024-07-21?

Stock splits and reverse splits will be accounted for in resolving this question. Forecasts on questions about companies that have been delisted (through mergers or bankruptcy) will resolve to their final close price.

Resolution Criteria: Resolves to the market close price at https://finance.yahoo.com/quote/T for the resolution date. If the resolution date coincides with a day the market is closed (weekend, holiday, etc.) the previous market close price is used.",2024-08-20,1.0,yfinance_T
yfinance,MNST,"Will MNST's market close price on 2024-08-20 be higher than its market close price on 2024-07-21?

Stock splits and reverse splits will be accounted for in resolving this question. Forecasts on questions about companies that have been delisted (through mergers or bankruptcy) will resolve to their final close price.

Resolution Criteria: Resolves to the market close price at https://finance.yahoo.com/quote/MNST for the resolution date. If the resolution date coincides with a day the market is closed (weekend, holiday, etc.) the previous market close price is used.",2024-08-20,0.0,yfinance_MNST
yfinance,DAY,"Will DAY's market close price on 2024-08-20 be higher than its market close price on 2024-07-21?

Stock splits and reverse splits will be accounted for in resolving this question. Forecasts on questions about companies that have been delisted (through mergers or bankruptcy) will resolve to their final close price.

Resolution Criteria: Resolves to the market close price at https://finance.yahoo.com/quote/DAY for the resolution date. If the resolution date coincides with a day the market is closed (weekend, holiday, etc.) the previous market close price is used.",2024-08-20,1.0,yfinance_DAY
yfinance,AMD,"Will AMD's market close price on 2024-10-19 be higher than its market close price on 2024-07-21?

Stock splits and reverse splits will be accounted for in resolving this question. Forecasts on questions about companies that have been delisted (through mergers or bankruptcy) will resolve to their final close price.

Resolution Criteria: Resolves to the market close price at https://finance.yahoo.com/quote/AMD for the resolution date. If the resolution date coincides with a day the market is closed (weekend, holiday, etc.) the previous market close price is used.",2024-10-19,1.0,yfinance_AMD
